State,account_length,intertiol_plan,number_vm_messages,total_day_min,total_day_calls,total_eve_min,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,service quality,priority customer level,total data usage,network coverage,total messages usage,total_mins,total_calls,total_charge,avg_min_per_call
29,117.0,0,0.0,102.8,119.0,206.7,91.0,299.0,105.0,10.1,7.0,1.0,8.0,1.0,6.0,368.0,379.0,608.5,315.0,48.51,1.9317460317460318
35,65.0,0,0.0,187.9,116.0,157.6,117.0,227.3,86.0,7.5,6.0,1.0,7.0,3.0,5.0,122.0,216.0,572.8,319.0,55.57000000000001,1.7956112852664576
39,56.0,0,0.0,226.0,112.0,248.5,118.0,140.5,142.0,6.9,10.5,1.0,7.0,3.0,63.0,412.0,279.0,615.0,372.0,65.86000000000001,1.653225806451613
36,96.0,0,0.0,260.4,115.0,146.0,46.5,269.5,87.0,11.5,4.0,3.5,9.0,1.0,59.0,552.0,582.0,675.9,248.5,68.81,2.719919517102616
18,151.0,0,0.0,178.7,116.0,292.1,138.0,265.9,101.0,9.8,4.0,0.0,0.0,1.0,15.0,278.0,206.0,736.7,355.0,67.17999999999999,2.075211267605634
35,83.0,0,0.0,324.95,120.0,227.4,116.0,153.9,114.0,15.8,7.0,0.0,0.0,1.0,4.0,472.0,286.0,706.25,350.0,81.49000000000001,2.017857142857143
45,139.0,0,23.0,157.6,129.0,247.0,96.0,259.2,112.0,13.7,2.0,0.0,0.0,1.0,61.0,277.0,349.0,663.8,337.0,59.45,1.9697329376854598
24,6.0,0,0.0,183.6,117.0,256.7,72.0,178.6,79.0,10.2,2.0,1.0,5.0,1.0,19.0,731.0,273.0,618.9,268.0,61.07,2.309328358208955
9,115.0,0,24.0,142.1,124.0,183.4,129.0,164.8,114.0,9.6,4.0,1.0,6.0,3.0,40.0,565.0,263.0,490.3,367.0,47.17,1.3359673024523162
40,87.0,0,0.0,136.3,97.0,172.2,108.0,137.5,101.0,7.1,5.0,0.0,0.0,1.0,26.0,834.0,591.0,446.0,306.0,44.0,1.457516339869281
45,141.0,0,0.0,217.1,110.0,241.5,111.0,253.5,103.0,12.0,6.0,0.0,0.0,2.0,25.0,159.0,361.0,712.1,324.0,68.85,2.1978395061728397
12,141.0,0,36.0,187.5,99.0,241.4,116.0,229.5,105.0,10.5,5.0,3.0,4.0,1.0,61.0,514.0,278.0,658.4,320.0,62.73,2.0575
22,62.0,0,0.0,98.9,103.0,135.4,122.0,236.6,82.0,12.2,1.0,1.0,5.0,3.0,65.0,194.0,474.0,470.9,307.0,38.97,1.5338762214983712
36,146.0,0,0.0,206.3,151.0,148.6,89.0,167.2,91.0,6.1,3.0,1.0,4.0,2.0,45.0,949.0,281.0,522.0999999999999,331.0,55.22,1.5773413897280963
8,92.0,0,33.0,243.1,92.0,213.8,92.0,228.7,104.0,12.1,2.0,2.0,6.0,3.0,32.0,699.0,489.0,685.5999999999999,288.0,69.78999999999999,2.380555555555555
10,185.0,0,31.0,189.8,126.0,163.3,133.0,264.8,126.0,7.5,3.0,1.0,9.0,2.0,11.0,664.0,547.0,617.9000000000001,385.0,58.07000000000001,1.604935064935065
7,148.0,0,0.0,202.0,102.0,243.2,128.0,261.3,90.0,10.9,3.0,1.0,5.0,2.0,41.0,862.0,516.0,706.5,320.0,66.77000000000001,2.2078125
3,94.0,0,38.0,170.1,124.0,193.3,116.0,105.9,73.0,12.8,4.0,1.0,5.0,1.0,5.0,328.0,382.0,469.29999999999995,313.0,50.120000000000005,1.499361022364217
1,32.0,0,0.0,230.9,87.0,187.4,90.0,154.0,53.0,6.3,2.0,0.0,0.0,1.0,27.0,375.0,346.0,572.3,230.0,62.11,2.488260869565217
5,68.0,0,0.0,237.1,105.0,223.5,105.0,97.4,79.0,13.2,2.0,1.0,9.0,1.0,44.0,786.0,177.0,558.0,289.0,63.690000000000005,1.930795847750865
30,64.0,0,27.0,182.1,91.0,169.7,98.0,164.7,86.0,10.6,5.0,2.0,4.0,2.0,66.0,881.0,558.0,516.5,275.0,52.790000000000006,1.8781818181818182
32,25.0,0,0.0,119.3,87.0,211.5,101.0,268.9,86.0,10.5,4.0,3.0,7.0,2.0,23.0,599.0,356.0,599.7,274.0,50.36000000000001,2.1886861313868615
37,65.0,0,0.0,116.8,87.0,178.9,93.0,182.4,150.0,14.1,2.0,1.0,6.0,1.0,24.0,442.0,478.0,478.1,330.0,43.28,1.448787878787879
18,179.0,0,0.0,219.2,92.0,149.4,125.0,244.7,104.0,6.1,5.0,0.0,0.0,2.0,18.0,146.0,612.0,613.3,321.0,60.96999999999999,1.9105919003115264
29,94.0,0,0.0,252.6,104.0,169.0,125.0,170.9,106.0,11.1,7.0,2.0,7.0,1.0,52.0,812.0,151.0,592.5,335.0,65.0,1.7686567164179106
23,62.0,0,0.0,147.1,91.0,190.4,107.0,195.2,115.0,12.2,3.0,0.0,0.0,1.0,61.0,700.0,164.0,532.7,313.0,49.97,1.7019169329073485
22,127.0,0,0.0,202.1,103.0,229.4,86.0,195.2,113.0,11.5,3.0,2.0,6.0,1.0,18.0,743.0,546.0,626.7,302.0,62.64,2.0751655629139076
2,116.0,0,0.0,173.5,93.0,194.1,76.0,208.0,112.0,16.2,10.0,3.0,6.0,3.0,3.0,436.0,575.0,575.6,281.0,55.36,2.0483985765124557
16,70.0,0,0.0,232.1,122.0,292.3,112.0,201.2,112.0,3.25,0.0,3.0,8.0,1.0,33.0,245.0,558.0,725.5999999999999,346.0,73.36,2.097109826589595
49,94.0,1,23.0,197.1,125.0,214.5,136.0,282.2,103.0,9.5,5.0,3.5,9.0,1.0,49.0,624.0,424.0,693.8,364.0,64.44,1.906043956043956
0,126.0,0,0.0,58.2,94.0,138.7,118.0,136.8,91.0,11.9,1.0,3.5,0.0,1.0,2.0,117.0,172.0,333.7,303.0,27.84,1.1013201320132013
34,67.0,0,36.0,115.6,111.0,237.7,94.0,169.9,103.0,9.9,10.5,2.0,4.0,1.0,63.0,139.0,319.0,523.1999999999999,308.0,47.49999999999999,1.6987012987012984
30,19.0,0,0.0,186.1,98.0,254.3,57.0,214.0,127.0,14.6,7.0,2.0,6.0,3.0,65.0,198.0,596.0,654.4,282.0,62.89000000000001,2.3205673758865246
45,170.0,1,0.0,259.9,68.0,245.0,122.0,134.4,121.0,8.4,3.0,3.0,9.0,1.0,37.0,731.0,144.0,639.3,311.0,71.05999999999999,2.0556270096463023
32,73.0,0,0.0,214.3,145.0,268.5,135.0,241.2,92.0,10.8,10.5,1.0,4.0,3.0,19.0,758.0,435.0,724.0,372.0,70.1,1.946236559139785
34,106.0,0,0.0,158.7,74.0,64.78750000000001,139.0,198.5,103.0,10.2,4.0,1.0,9.0,1.0,35.0,687.0,471.0,421.9875,316.0,41.410000000000004,1.3354034810126583
3,93.0,0,0.0,271.6,71.0,229.4,108.0,77.3,121.0,10.9,3.0,2.0,5.0,1.0,58.0,323.0,358.0,578.3,300.0,69.15,1.9276666666666664
50,164.0,0,0.0,160.6,111.0,163.2,126.0,187.1,112.0,9.0,3.0,1.0,5.0,3.0,57.0,479.0,613.0,510.9,349.0,49.59,1.4638968481375358
47,51.0,0,0.0,232.4,109.0,187.4,95.0,231.2,107.0,9.1,3.0,1.0,8.0,3.0,63.0,189.0,378.0,651.0,311.0,65.84,2.0932475884244375
5,107.0,0,0.0,133.8,85.0,180.5,94.0,112.2,115.0,8.9,4.0,0.0,0.0,3.0,68.0,202.0,561.0,426.5,294.0,43.14,1.4506802721088434
43,130.0,0,0.0,176.9,109.0,90.7,104.0,238.0,69.0,9.5,2.0,1.0,9.0,2.0,21.0,667.0,565.0,505.6,282.0,48.49,1.7929078014184399
17,80.0,0,0.0,209.9,74.0,195.1,77.0,208.2,119.0,8.8,4.0,2.0,9.0,1.0,48.0,676.0,512.0,613.2,270.0,61.629999999999995,2.2711111111111113
26,94.0,0,0.0,137.5,118.0,203.2,88.0,150.0,131.0,13.4,2.0,0.0,0.0,3.0,3.0,424.0,231.0,490.7,337.0,47.4,1.4560830860534124
36,118.0,0,23.0,289.5,52.0,166.6,111.0,119.1,88.0,9.5,4.0,1.0,6.0,1.0,8.0,333.0,385.0,575.2,251.0,68.74,2.2916334661354583
20,117.0,0,23.0,198.1,86.0,177.0,86.0,180.5,92.0,6.8,6.0,1.0,8.0,3.0,37.0,357.0,683.0,555.6,264.0,56.85,2.1045454545454545
42,78.0,0,0.0,149.7,119.0,182.2,115.0,261.5,126.0,9.7,8.0,0.0,0.0,1.0,23.0,303.0,303.0,593.4,360.0,52.709999999999994,1.6483333333333332
43,208.0,0,0.0,324.95,67.0,176.3,113.0,181.7,102.0,10.7,6.0,2.0,0.0,1.0,8.0,183.0,319.0,682.95,282.0,78.4,2.421808510638298
21,131.0,1,26.0,292.9,101.0,199.7,97.0,255.3,127.0,13.8,7.0,3.5,0.0,1.0,5.0,212.0,315.0,747.9,325.0,78.24999999999999,2.301230769230769
7,63.0,0,0.0,83.0,64.0,177.0,106.0,245.7,89.0,13.0,3.0,0.0,0.0,3.0,14.0,579.0,522.0,505.7,259.0,40.22,1.9525096525096524
23,53.0,0,24.0,145.7,146.0,220.5,136.0,249.9,96.0,13.1,5.0,3.0,4.0,2.0,41.0,243.0,610.0,616.1,378.0,54.76,1.62989417989418
8,62.0,0,0.0,182.3,101.0,328.2,93.0,245.0,131.0,11.2,1.0,2.0,4.0,2.0,9.0,622.0,555.0,755.5,325.0,69.92,2.3246153846153845
20,97.0,0,0.0,218.0,86.0,184.0,94.0,240.5,110.0,6.4,8.0,3.0,8.0,3.0,29.0,918.0,220.0,642.5,290.0,63.52,2.2155172413793105
22,105.0,0,0.0,140.6,109.0,178.6,51.0,217.0,83.0,6.8,3.0,2.0,5.0,2.0,33.0,764.0,263.0,536.2,243.0,48.839999999999996,2.206584362139918
47,157.0,0,0.0,152.7,105.0,257.5,80.0,198.1,93.0,9.4,4.0,1.0,6.0,3.0,18.0,842.0,591.0,608.3,278.0,56.760000000000005,2.1881294964028775
24,66.0,0,36.0,106.7,76.0,209.8,77.0,190.4,117.0,12.1,2.0,1.0,9.0,3.0,45.0,949.0,548.0,506.9,270.0,44.54,1.8774074074074074
15,122.0,0,0.0,243.8,98.0,83.9,72.0,179.8,84.0,13.7,8.0,2.0,8.0,3.0,28.0,498.0,259.0,507.50000000000006,254.0,56.67,1.9980314960629924
37,38.0,0,0.0,194.4,94.0,186.7,95.0,223.3,90.0,10.8,5.0,3.0,9.0,3.0,56.0,735.0,308.0,604.4000000000001,279.0,58.97,2.166308243727599
20,106.0,0,0.0,213.9,95.0,151.9,70.0,260.1,124.0,12.2,5.0,3.0,4.0,2.0,25.0,908.0,524.0,625.9000000000001,289.0,60.97,2.1657439446366786
39,99.0,0,0.0,217.2,112.0,246.7,89.0,226.1,89.0,15.8,7.0,3.0,9.0,2.0,39.0,821.0,591.0,690.0,290.0,68.06,2.3793103448275863
18,99.0,0,0.0,241.1,72.0,155.6,98.0,188.2,109.0,11.6,10.0,1.0,4.0,1.0,7.0,716.0,339.0,584.9,279.0,62.69,2.096415770609319
3,144.0,1,0.0,203.5,100.0,247.6,103.0,194.3,94.0,11.9,10.5,0.0,0.0,1.0,24.0,238.0,358.0,645.4000000000001,297.0,64.39,2.1730639730639734
38,82.0,0,24.0,155.2,131.0,244.5,106.0,122.4,68.0,10.7,3.0,1.0,6.0,2.0,66.0,431.0,255.0,522.1,305.0,52.669999999999995,1.7118032786885247
3,86.0,0,31.0,167.6,139.0,113.0,118.0,246.9,121.0,12.2,6.0,1.0,7.0,1.0,28.0,715.0,400.0,527.5,378.0,49.209999999999994,1.3955026455026456
9,70.0,1,0.0,226.7,98.0,228.1,115.0,73.2,93.0,17.25,4.0,2.0,0.0,1.0,2.0,245.0,209.0,528.0,306.0,61.22,1.7254901960784315
18,93.0,0,0.0,179.3,93.0,178.6,98.0,225.2,131.0,11.5,6.0,3.0,5.0,2.0,50.0,154.0,668.0,583.0999999999999,322.0,55.79,1.810869565217391
9,93.0,0,0.0,151.4,89.0,186.4,76.0,172.5,120.0,10.9,3.0,0.0,0.0,1.0,2.0,554.0,482.0,510.3,285.0,49.339999999999996,1.7905263157894737
9,120.0,0,0.0,180.0,80.0,224.2,82.0,265.4,91.0,4.7,7.0,3.0,9.0,2.0,29.0,157.0,706.0,669.5999999999999,253.0,61.599999999999994,2.6466403162055334
20,136.0,0,0.0,250.2,121.0,267.1,118.0,151.0,114.0,13.0,2.0,1.0,2.0,1.0,7.0,440.0,239.0,668.3,353.0,72.03,1.8932011331444758
1,106.0,0,0.0,223.0,121.0,110.1,98.0,188.7,107.0,7.1,10.5,0.0,0.0,2.0,29.0,800.0,447.0,521.8,326.0,55.76,1.6006134969325152
47,81.0,0,0.0,183.6,116.0,152.6,98.0,212.2,99.0,12.2,6.0,3.0,5.0,2.0,20.0,993.0,467.0,548.4,313.0,53.730000000000004,1.752076677316294
42,127.0,0,22.0,166.0,114.0,174.5,103.0,244.9,68.0,10.2,6.0,1.0,4.0,2.0,3.0,174.0,504.0,585.4,285.0,54.06999999999999,2.0540350877192983
25,65.0,0,0.0,136.1,112.0,272.9,96.0,220.2,104.0,4.4,2.0,1.0,6.0,2.0,23.0,890.0,240.0,629.2,312.0,56.25,2.0166666666666666
21,35.0,0,0.0,149.3,113.0,242.2,122.0,174.3,104.0,8.9,6.0,2.0,5.0,2.0,42.0,900.0,343.0,565.8,339.0,53.81,1.6690265486725662
36,88.0,0,0.0,65.4,97.0,168.2,76.0,236.0,113.0,13.8,1.0,2.0,7.0,1.0,51.0,139.0,174.0,469.6,286.0,36.04,1.641958041958042
15,65.0,0,0.0,213.4,111.0,234.5,94.0,250.1,123.0,3.25,4.0,1.0,5.0,1.0,14.0,889.0,648.0,698.0,328.0,67.46000000000001,2.1280487804878048
24,123.0,0,0.0,206.9,85.0,244.7,78.0,221.5,136.0,7.7,2.0,3.0,6.0,1.0,55.0,467.0,516.0,673.1,299.0,65.94,2.251170568561873
12,126.0,0,27.0,186.2,78.0,189.6,83.0,76.5,139.0,9.6,3.0,2.0,6.0,1.0,67.0,788.0,239.0,452.29999999999995,300.0,51.209999999999994,1.5076666666666665
45,104.0,0,23.0,280.2,136.0,220.5,92.0,136.9,102.0,13.3,3.0,3.5,8.0,1.0,36.0,107.0,636.0,637.6,330.0,72.53,1.9321212121212121
17,45.0,0,22.0,196.6,84.0,313.2,92.0,163.3,108.0,11.9,3.0,0.0,0.0,2.0,39.0,636.0,182.0,673.0999999999999,284.0,67.39,2.370070422535211
20,93.0,1,0.0,312.0,109.0,129.4,100.0,217.6,74.0,10.5,2.0,0.0,0.0,1.0,1.0,156.0,305.0,659.0,283.0,73.82999999999998,2.3286219081272086
35,63.0,1,36.0,199.0,110.0,291.3,111.0,197.6,92.0,11.0,6.0,1.0,4.0,3.0,49.0,690.0,366.0,687.9,313.0,67.48,2.19776357827476
36,100.0,0,0.0,203.1,96.0,217.0,126.0,180.9,122.0,13.5,2.0,3.0,9.0,2.0,43.0,919.0,261.0,601.0,344.0,61.120000000000005,1.747093023255814
33,53.0,0,0.0,168.8,97.0,220.3,87.0,154.3,113.0,10.9,2.0,0.0,0.0,3.0,55.0,917.0,179.0,543.4000000000001,297.0,54.37,1.82962962962963
13,92.0,1,0.0,173.1,140.0,240.3,105.0,233.2,117.0,9.0,5.0,1.0,5.0,3.0,53.0,816.0,425.0,646.5999999999999,362.0,60.35,1.786187845303867
23,139.0,0,0.0,134.4,106.0,211.3,98.0,193.6,125.0,10.2,2.0,3.5,0.0,1.0,5.0,475.0,305.0,539.3000000000001,329.0,49.52,1.6392097264437693
41,110.0,0,40.0,202.6,103.0,118.8,128.0,234.9,98.0,9.0,9.0,2.0,6.0,3.0,55.0,444.0,343.0,556.3,329.0,55.11,1.6908814589665653
14,110.0,0,0.0,74.5,117.0,200.8,98.0,192.2,101.0,9.8,7.0,3.0,5.0,3.0,46.0,925.0,327.0,467.5,316.0,38.39,1.4794303797468353
50,208.0,0,0.0,83.6,148.0,120.9,91.0,226.6,110.0,10.7,9.0,0.0,0.0,2.0,2.0,988.0,572.0,431.1,349.0,34.69,1.2352435530085961
1,73.0,0,0.0,192.2,86.0,168.6,116.0,139.8,87.0,9.4,6.0,1.0,4.0,1.0,56.0,831.0,324.0,500.59999999999997,289.0,53.29,1.7321799307958476
31,138.0,0,0.0,220.2,89.0,88.3,125.0,195.3,79.0,12.9,5.0,0.0,0.0,2.0,21.0,678.0,706.0,503.8,293.0,53.73,1.7194539249146759
33,137.0,1,0.0,135.1,95.0,134.1,102.0,223.1,81.0,12.3,2.0,2.0,2.0,1.0,4.0,466.0,148.0,492.29999999999995,278.0,44.41,1.770863309352518
15,36.0,0,0.0,253.4,77.0,182.4,151.0,275.8,103.0,8.4,2.0,1.0,5.0,2.0,14.0,555.0,372.0,711.6,331.0,70.99,2.1498489425981875
49,85.0,0,0.0,225.0,81.0,176.9,63.0,194.3,110.0,7.1,2.0,3.0,5.0,2.0,17.0,446.0,706.0,596.2,254.0,62.03,2.347244094488189
45,108.0,0,0.0,198.5,99.0,267.8,60.0,336.4,75.0,9.4,3.0,0.0,0.0,1.0,1.0,321.0,189.0,802.7,234.0,71.64500000000001,3.4303418803418806
40,22.0,0,0.0,110.3,107.0,166.5,93.0,202.3,96.0,9.5,5.0,0.0,0.0,2.0,20.0,407.0,657.0,479.1,296.0,42.0,1.6185810810810812
39,107.0,0,37.0,60.0,102.0,102.2,80.0,261.8,106.0,11.1,3.0,0.0,0.0,3.0,60.0,787.0,522.0,424.0,288.0,30.67,1.4722222222222223
15,51.0,0,0.0,214.8,94.0,149.7,58.0,283.4,66.0,10.2,5.0,0.0,0.0,1.0,3.0,571.0,340.0,647.9,218.0,61.99,2.972018348623853
3,94.0,0,0.0,181.8,85.0,202.4,98.0,245.9,97.0,9.2,2.0,3.5,9.0,3.0,3.0,362.0,289.0,630.1,280.0,59.18,2.2503571428571427
32,119.0,0,23.0,154.0,114.0,278.0,137.0,228.4,112.0,11.8,4.0,2.0,6.0,3.0,19.0,662.0,546.0,660.4,363.0,60.09,1.8192837465564737
37,33.0,0,29.0,157.4,99.0,117.9,80.0,279.2,79.0,13.9,10.5,3.5,0.0,1.0,5.0,307.0,194.0,554.5,258.0,49.34,2.14922480620155
31,106.0,0,0.0,207.9,91.0,172.0,109.0,191.8,143.0,14.4,7.0,3.5,4.0,1.0,16.0,401.0,306.0,571.7,343.0,58.59,1.6667638483965015
25,82.0,0,0.0,207.0,90.0,232.9,83.0,172.4,108.0,9.1,8.0,3.0,8.0,2.0,55.0,839.0,481.0,612.3,281.0,62.74999999999999,2.179003558718861
22,86.0,0,41.0,119.0,101.0,230.0,134.0,236.9,58.0,9.5,3.0,0.0,0.0,1.0,39.0,436.0,569.0,585.9,293.0,50.44,1.9996587030716724
43,97.0,1,0.0,143.7,117.0,273.0,82.0,178.3,81.0,10.9,3.0,0.0,0.0,1.0,23.0,269.0,561.0,595.0,280.0,55.66,2.125
9,106.0,0,32.0,165.9,126.0,216.5,93.0,173.1,86.0,14.1,8.0,3.5,4.0,1.0,36.0,449.0,420.0,555.5,305.0,54.38999999999999,1.821311475409836
7,108.0,0,0.0,138.6,122.0,172.3,117.0,231.6,92.0,9.8,3.0,1.0,4.0,2.0,7.0,298.0,624.0,542.5,331.0,48.63,1.6389728096676737
43,114.0,0,0.0,84.7,118.0,249.9,86.0,193.4,95.0,14.5,8.0,1.0,9.0,2.0,5.0,511.0,466.0,528.0,299.0,44.34,1.765886287625418
16,92.0,1,0.0,62.6,111.0,180.6,126.0,221.7,80.0,10.4,2.0,1.0,2.0,1.0,9.0,419.0,314.0,464.9,317.0,35.97,1.4665615141955834
44,59.0,0,0.0,155.2,79.0,235.3,123.0,169.4,80.0,8.7,4.0,1.0,8.0,1.0,60.0,164.0,418.0,559.9,282.0,53.99999999999999,1.9854609929078013
23,24.0,0,25.0,164.9,110.0,209.3,105.0,231.2,55.0,6.7,9.0,1.0,9.0,2.0,52.0,860.0,306.0,605.4000000000001,270.0,56.22,2.2422222222222223
14,151.0,0,0.0,134.5,88.0,143.1,112.0,223.9,61.0,15.4,1.0,1.0,5.0,1.0,58.0,219.0,205.0,501.5,261.0,45.11,1.921455938697318
32,117.0,0,0.0,143.3,103.0,211.3,108.0,185.2,96.0,11.5,3.0,1.0,9.0,1.0,45.0,171.0,349.0,539.8,307.0,50.65,1.7583061889250813
40,78.0,0,0.0,168.3,110.0,221.2,73.0,241.0,136.0,12.5,1.0,1.0,6.0,1.0,48.0,595.0,412.0,630.5,319.0,58.26,1.9764890282131662
27,155.0,0,0.0,262.4,55.0,194.6,113.0,146.5,85.0,8.3,6.0,2.0,5.0,2.0,39.0,547.0,163.0,603.5,253.0,67.74,2.3853754940711465
49,114.0,0,30.0,206.2,79.0,260.0,91.0,291.6,83.0,11.4,6.0,1.0,5.0,3.0,68.0,371.0,651.0,757.8,253.0,70.27,2.9952569169960475
39,114.0,0,28.0,225.8,94.0,193.0,117.0,232.4,100.0,8.4,9.0,3.5,8.0,1.0,17.0,352.0,150.0,651.2,311.0,65.25999999999999,2.0938906752411577
30,119.0,0,0.0,138.3,89.0,170.5,78.0,263.9,98.0,13.5,6.0,3.0,6.0,2.0,1.0,898.0,602.0,572.7,265.0,49.88,2.1611320754716985
24,64.0,0,42.5,94.4,104.0,136.2,101.0,147.4,89.0,4.5,4.0,0.0,0.0,3.0,68.0,123.0,563.0,378.0,294.0,34.260000000000005,1.2857142857142858
19,118.0,1,0.0,160.0,123.0,175.4,96.0,184.8,99.0,9.9,3.0,2.0,4.0,2.0,55.0,405.0,244.0,520.2,318.0,50.43,1.6358490566037738
38,101.0,0,0.0,206.6,105.0,224.9,117.0,249.9,100.0,14.6,3.0,0.0,0.0,2.0,39.0,139.0,525.0,681.4,322.0,65.49,2.116149068322981
36,117.0,0,0.0,134.7,121.0,180.0,83.0,200.9,104.0,7.7,3.0,1.0,4.0,2.0,5.0,806.0,358.0,515.6,308.0,47.24,1.6740259740259742
1,49.0,0,28.0,214.4,78.0,235.2,100.0,206.2,107.0,8.0,10.5,3.0,8.0,2.0,68.0,336.0,388.0,655.8,285.0,65.72,2.3010526315789472
50,139.0,0,0.0,192.8,104.0,234.4,96.0,203.2,101.0,13.0,3.0,3.0,9.0,1.0,32.0,766.0,210.0,630.4000000000001,301.0,61.84,2.0943521594684387
38,92.0,0,28.0,151.1,90.0,194.8,79.0,239.2,114.0,10.0,3.0,1.0,9.0,3.0,23.0,175.0,577.0,585.0999999999999,283.0,53.01,2.067491166077738
47,83.0,0,0.0,221.4,103.0,231.8,103.0,122.5,100.0,9.8,5.0,3.0,8.0,3.0,1.0,348.0,549.0,575.7,306.0,62.85,1.881372549019608
11,148.0,1,0.0,218.9,88.0,208.0,85.0,203.3,99.0,11.1,4.0,0.0,0.0,3.0,36.0,801.0,218.0,630.2,272.0,64.04,2.3169117647058823
41,144.0,0,42.5,189.8,96.0,123.4,67.0,214.2,106.0,6.5,2.0,2.0,2.0,1.0,3.0,481.0,226.0,527.4000000000001,269.0,52.400000000000006,1.9605947955390337
1,131.0,0,25.0,192.7,85.0,225.9,105.0,254.2,59.0,10.9,6.0,2.0,5.0,2.0,44.0,501.0,363.0,672.8,249.0,63.39999999999999,2.702008032128514
46,146.0,1,0.0,204.4,135.0,219.1,90.0,222.7,114.0,10.5,6.0,3.0,8.0,2.0,28.0,499.0,549.0,646.2,339.0,63.39,1.906194690265487
26,143.0,0,0.0,172.3,97.0,174.0,108.0,188.2,119.0,13.0,4.0,2.0,7.0,3.0,27.0,757.0,385.0,534.5,324.0,52.55,1.6496913580246915
23,81.0,0,0.0,198.4,93.0,210.9,108.0,193.3,71.0,10.4,6.0,2.0,5.0,1.0,60.0,475.0,697.0,602.6,272.0,60.36,2.215441176470588
0,48.0,0,37.0,211.7,115.0,159.9,84.0,144.1,80.0,12.2,1.0,1.0,6.0,3.0,56.0,897.0,137.0,515.7,279.0,56.06,1.8483870967741938
22,86.0,0,28.0,221.6,74.0,288.4,100.0,240.3,105.0,9.0,2.0,1.0,5.0,1.0,50.0,911.0,171.0,750.3,279.0,72.99000000000001,2.6892473118279567
8,71.0,0,0.0,197.9,108.0,181.5,109.0,281.4,56.0,6.7,5.0,3.0,9.0,2.0,27.0,976.0,689.0,660.8,273.0,61.730000000000004,2.4205128205128204
41,145.0,0,24.0,147.5,90.0,175.7,108.0,252.1,102.0,15.6,3.0,2.0,5.0,1.0,30.0,774.0,380.0,575.3,300.0,51.349999999999994,1.9176666666666664
22,137.0,0,0.0,206.4,122.0,128.0,102.0,194.5,84.0,8.8,5.0,2.0,9.0,3.0,61.0,312.0,521.0,528.9,308.0,54.720000000000006,1.7172077922077922
16,137.0,0,0.0,205.9,88.0,209.3,86.0,289.9,84.0,14.5,4.0,2.0,8.0,2.0,51.0,423.0,174.0,705.1,258.0,65.84,2.7329457364341088
1,167.0,0,0.0,207.6,88.0,132.4,63.0,255.2,98.0,14.1,5.0,0.0,0.0,1.0,39.0,726.0,503.0,595.2,249.0,58.019999999999996,2.3903614457831326
36,89.0,0,0.0,303.9,95.0,260.9,114.0,312.1,89.0,5.3,3.0,1.0,2.0,1.0,3.0,286.0,388.0,876.9,298.0,87.88,2.9426174496644295
6,199.0,0,34.0,230.6,121.0,219.4,99.0,299.3,94.0,8.0,2.0,0.0,0.0,2.0,2.0,704.0,234.0,749.3,314.0,71.32000000000001,2.386305732484076
29,132.0,0,0.0,99.5,110.0,129.1,80.0,125.1,124.0,9.7,3.0,0.0,0.0,3.0,67.0,130.0,615.0,353.7,314.0,33.52,1.1264331210191083
48,94.0,0,0.0,177.1,112.0,194.0,112.0,146.7,108.0,5.9,4.0,1.0,5.0,3.0,19.0,153.0,265.0,517.8,332.0,53.199999999999996,1.5596385542168674
6,96.0,0,37.0,172.7,93.0,120.1,116.0,216.1,86.0,10.3,5.0,3.5,0.0,1.0,6.0,257.0,419.0,508.9,295.0,49.29,1.7250847457627119
48,96.0,0,18.0,172.7,86.0,133.4,113.0,259.5,70.0,9.8,3.0,1.0,9.0,2.0,66.0,538.0,222.0,565.6,269.0,52.38,2.1026022304832717
15,166.0,0,0.0,204.2,115.0,179.9,152.0,216.8,109.0,9.5,5.0,1.0,4.0,3.0,64.0,172.0,186.0,600.9000000000001,376.0,59.76,1.5981382978723406
7,74.0,0,0.0,85.7,83.0,247.7,67.0,142.4,85.0,10.1,5.0,2.0,6.0,3.0,55.0,746.0,575.0,475.79999999999995,235.0,42.03,2.0246808510638297
2,36.0,0,0.0,157.6,117.0,184.3,58.0,240.4,99.0,11.9,1.0,0.0,0.0,1.0,60.0,257.0,124.0,582.3,274.0,53.28,2.125182481751825
21,113.0,0,0.0,215.5,129.0,218.7,117.0,207.1,91.0,6.6,9.0,3.5,8.0,3.0,49.0,383.0,274.0,641.3,337.0,64.55000000000001,1.902967359050445
23,94.0,0,0.0,181.5,98.0,199.9,88.0,287.7,114.0,6.6,5.0,1.0,6.0,3.0,15.0,534.0,522.0,669.0999999999999,300.0,60.8,2.230333333333333
20,67.0,0,0.0,171.7,80.0,110.4,81.0,195.4,111.0,11.9,4.0,2.0,7.0,2.0,40.0,680.0,189.0,477.5,272.0,47.36,1.755514705882353
9,127.0,0,0.0,266.6,106.0,264.8,154.5,207.2,119.0,5.9,2.0,1.0,2.0,1.0,8.0,424.0,185.0,738.6000000000001,379.5,77.15,1.9462450592885379
39,121.0,0,0.0,170.4,108.0,335.6875,68.0,297.0,87.0,11.2,3.0,0.0,0.0,1.0,6.0,383.0,335.0,803.0875,263.0,70.88,3.05356463878327
12,158.0,0,0.0,158.0,106.0,292.5,114.0,241.1,89.0,9.1,4.0,1.0,9.0,1.0,18.0,142.0,564.0,691.6,309.0,62.57,2.2381877022653724
